Speaker,Dialogue,Sentiment Scores,anger,disgust,fear,joy,neutral,sadness,surprise,Dialogue Index
Speaker A,"I know. Okay. All right, so three more. I have the authenticate for CI job token for Conan and for NPM. I'm not sure the priority of those. I think we could. I know NPM people are at, customers are asking for. It's definitely a much higher requested feature, but I know once people start using Conan, we'll get it. I guess I would prioritize the NPM one above Conan in this case. And then finally the collecting data and usage measures for our stage, particularly for the container registry. And I think GG's working on that.","{'anger': 0.005866643041372299, 'disgust': 0.005204812157899141, 'fear': 0.001542674726806581, 'joy': 0.0031108236871659756, 'neutral': 0.9690760374069214, 'sadness': 0.002953419927507639, 'surprise': 0.0122455433011055}",0.005866643041372299,0.005204812157899141,0.001542674726806581,0.0031108236871659756,0.9690760374069214,0.002953419927507639,0.0122455433011055,16
Speaker D,"Yeah, I would definitely agree that NPM would go above Conan in this case, just because it's a little bit of a pain point. We've also missed it a couple of at least once, so I definitely think that's worthwhile. Switching the order of those two.","{'anger': 0.0072810472920536995, 'disgust': 0.017509950324892998, 'fear': 0.0017358468612655997, 'joy': 0.10367168486118317, 'neutral': 0.8505075573921204, 'sadness': 0.011443814262747765, 'surprise': 0.007850106805562973}",0.0072810472920536995,0.017509950324892998,0.0017358468612655997,0.10367168486118317,0.8505075573921204,0.011443814262747765,0.007850106805562973,7
Speaker A,"Yeah, I just, I just flipped it. I think that's right. I think the Conan one could probably wait till twelve five. Even if we had to, I could leave it in there and if we get to it, great. But if not, it's okay. I think it could wait till the next milestone.","{'anger': 0.007762722205370665, 'disgust': 0.01155480183660984, 'fear': 0.0029463169630616903, 'joy': 0.01623019389808178, 'neutral': 0.9529549479484558, 'sadness': 0.003269802313297987, 'surprise': 0.005281181074678898}",0.007762722205370665,0.01155480183660984,0.0029463169630616903,0.01623019389808178,0.9529549479484558,0.003269802313297987,0.005281181074678898,17
Speaker D,"It could, depending on what demand we get for it could also be a really good onboarding issue for the next, uh, team member we have joining in October.","{'anger': 0.008186784572899342, 'disgust': 0.008052526973187923, 'fear': 0.012227018363773823, 'joy': 0.004277022089809179, 'neutral': 0.9350236058235168, 'sadness': 0.007736289408057928, 'surprise': 0.02449682168662548}",0.008186784572899342,0.008052526973187923,0.012227018363773823,0.004277022089809179,0.9350236058235168,0.007736289408057928,0.02449682168662548,8
Speaker A,Oh yeah.,"{'anger': 0.03838865086436272, 'disgust': 0.21653993427753448, 'fear': 0.045736297965049744, 'joy': 0.033207181841135025, 'neutral': 0.5724096894264221, 'sadness': 0.07324106246232986, 'surprise': 0.020477181300520897}",0.03838865086436272,0.21653993427753448,0.045736297965049744,0.033207181841135025,0.5724096894264221,0.07324106246232986,0.020477181300520897,18
Speaker D,"Because if it's already well documented what the process is, it means that they can reach out for help and, and so that might be a good one to sort of. To have out there. Um, and I think the threat I'm getting as well from all of the research or all of the research from the research that I've seen that Ian's doing and everyone's contributing to is that people use CI pipelines, the pipelines a lot to interact with this stuff. So I think this is going to be good value generally. So I like that we're sort of prioritizing it. It feels like we had a discussion a little while ago on pricing and what we should have in the free tiers or you know, ce, although that's changing. So I feel like some of these things, it might be worthwhile. I don't know if Tim and Ian, you're sort of thinking in this, in this respect, but it might be worthwhile sort of having a think about whether some of these things are working well together as a, you know, as an enterprise edition or not. If we're adding these to ee and people only really use them for pipelines, but then they can't really do it. I don't know whether it all works that well. You know what I mean?","{'anger': 0.02577466145157814, 'disgust': 0.029063615947961807, 'fear': 0.016534065827727318, 'joy': 0.08742480725049973, 'neutral': 0.8324145078659058, 'sadness': 0.004582737572491169, 'surprise': 0.004205662757158279}",0.02577466145157814,0.029063615947961807,0.016534065827727318,0.08742480725049973,0.8324145078659058,0.004582737572491169,0.004205662757158279,9
Speaker A,"Well, we will probably. I think the discussion for me should be, should the package registries be an enterprise feature or a consumer feature in my opinion. I think I agree with Jason's point in that issue that they should be a consumer feature, but that issue is still going through discussion and some higher up strategy to figure that stuff out. But in my opinion, I would love it for Dolby consumer.","{'anger': 0.01251296978443861, 'disgust': 0.017114313319325447, 'fear': 0.0018895695684477687, 'joy': 0.032824933528900146, 'neutral': 0.9186681509017944, 'sadness': 0.00807128380984068, 'surprise': 0.008918837644159794}",0.01251296978443861,0.017114313319325447,0.0018895695684477687,0.032824933528900146,0.9186681509017944,0.00807128380984068,0.008918837644159794,19
Speaker D,"Yeah, it feels like to me, and I don't want to get too ahead of where we're supposed to be anyway, but to me it feels like they probably should be, even though I might not have felt that way a couple of weeks ago, it feels like they should be consumer and it feels like some things like one of the items we have to discuss in here should be enterprise level, the security scanning stuff for the actual proxy that we have coming up. I'm good.","{'anger': 0.00843888707458973, 'disgust': 0.030752001330256462, 'fear': 0.0017772518331184983, 'joy': 0.09798657894134521, 'neutral': 0.8502604961395264, 'sadness': 0.0059948996640741825, 'surprise': 0.004789931699633598}",0.00843888707458973,0.030752001330256462,0.0017772518331184983,0.09798657894134521,0.8502604961395264,0.0059948996640741825,0.004789931699633598,10
Speaker A,"Yeah, I think that's right. That's 12.4. Still working on the Nuget issue and I'll make some changes this week based on some of the conversations that we had. But any general questions or concerns?","{'anger': 0.008702130056917667, 'disgust': 0.009808311238884926, 'fear': 0.005474287085235119, 'joy': 0.0026212441734969616, 'neutral': 0.9454337954521179, 'sadness': 0.005508455913513899, 'surprise': 0.022451886907219887}",0.008702130056917667,0.009808311238884926,0.005474287085235119,0.0026212441734969616,0.9454337954521179,0.005508455913513899,0.022451886907219887,20
Speaker B,"I had one quick question about the Nuget, the.net package manager. I quickly scanned the issue and I'll do a little more due diligence. But is anybody aware that that will need some front end effort or do we think that's mostly back in focus right now?","{'anger': 0.005750040058046579, 'disgust': 0.007159593980759382, 'fear': 0.0036937666591256857, 'joy': 0.002754722023382783, 'neutral': 0.927601158618927, 'sadness': 0.005397438071668148, 'surprise': 0.04764325171709061}",0.005750040058046579,0.007159593980759382,0.0036937666591256857,0.002754722023382783,0.927601158618927,0.005397438071668148,0.04764325171709061,4
Speaker A,"The first milestone like this milestone will probably be the investigation and the APIs and then the next milestone it'll be front end, but it'll definitely, it'll probably be very close to the same front end that we have for NPM and Maven. Yeah, just different metadata that fits into those columns. Conan was a little bit different because we had expandable settings piece. I don't think Nuget will have that. It seems like they don't. It doesn't carry as much of that metadata, but I'll know more in the next couple of days. As I. As I look at it, I've just been struggling to get it running on my computer because it's. I have a Mac and not a windows machine and so I'm just working through some of those kinks they have. They have something you could use called soul or something. I forget what it's called called, but I just wanted to make sure. I've just been struggling with it.","{'anger': 0.005596063565462828, 'disgust': 0.013200030662119389, 'fear': 0.006660012993961573, 'joy': 0.0018219975754618645, 'neutral': 0.9227159023284912, 'sadness': 0.01606092043220997, 'surprise': 0.033945128321647644}",0.005596063565462828,0.013200030662119389,0.006660012993961573,0.0018219975754618645,0.9227159023284912,0.01606092043220997,0.033945128321647644,21
Speaker D,Yeah.,"{'anger': 0.011870527639985085, 'disgust': 0.09604529291391373, 'fear': 0.013104685582220554, 'joy': 0.006403660401701927, 'neutral': 0.8143122792243958, 'sadness': 0.051068954169750214, 'surprise': 0.00719456747174263}",0.011870527639985085,0.09604529291391373,0.013104685582220554,0.006403660401701927,0.8143122792243958,0.051068954169750214,0.00719456747174263,11
Speaker A,Okay.,"{'anger': 0.19914762675762177, 'disgust': 0.20633482933044434, 'fear': 0.016400890424847603, 'joy': 0.016663551330566406, 'neutral': 0.5348883271217346, 'sadness': 0.02463676407933235, 'surprise': 0.0019280352862551808}",0.19914762675762177,0.20633482933044434,0.016400890424847603,0.016663551330566406,0.5348883271217346,0.02463676407933235,0.0019280352862551808,22
Speaker B,"Just wanted to confirm. Thanks, Tim.","{'anger': 0.0050415960140526295, 'disgust': 0.002700784709304571, 'fear': 0.001242589671164751, 'joy': 0.228048637509346, 'neutral': 0.6629471182823181, 'sadness': 0.017393244430422783, 'surprise': 0.08262597024440765}",0.0050415960140526295,0.002700784709304571,0.001242589671164751,0.228048637509346,0.6629471182823181,0.017393244430422783,0.08262597024440765,5
Speaker A,No problem.,"{'anger': 0.23296068608760834, 'disgust': 0.10521590709686279, 'fear': 0.017275257036089897, 'joy': 0.0071731251664459705, 'neutral': 0.5881611704826355, 'sadness': 0.0457269623875618, 'surprise': 0.003486837027594447}",0.23296068608760834,0.10521590709686279,0.017275257036089897,0.0071731251664459705,0.5881611704826355,0.0457269623875618,0.003486837027594447,23
Speaker B,"And when you're on your Mac, are you using the. I haven't been in.net in a little bit of time now, but when I. My previous role, we were moving everything to.net core so we can run on Mac OS and Linux and things like that. Does that help in the situation at all?","{'anger': 0.008665010333061218, 'disgust': 0.014850333333015442, 'fear': 0.005514243151992559, 'joy': 0.0034480392932891846, 'neutral': 0.8909571170806885, 'sadness': 0.01114270556718111, 'surprise': 0.06542246788740158}",0.008665010333061218,0.014850333333015442,0.005514243151992559,0.0034480392932891846,0.8909571170806885,0.01114270556718111,0.06542246788740158,6
Speaker A,"Yeah, they have something. Have another download that you have to do use it. And then you could use it from visual studio or you could use it from the command line. I think we want to just cover the command line use case in this case. But yeah, we do have to decide between core and standard. I think I forget which one we should lean toward. Whichever one is the more widely accepted now we should use. Yeah, and they have two different core and they have two different files for the metadata. They have like package config and then they have another one that's called something strange. And then the stranger one is the newer one.","{'anger': 0.009340458549559116, 'disgust': 0.019980942830443382, 'fear': 0.002786551835015416, 'joy': 0.0019474975997582078, 'neutral': 0.9408138990402222, 'sadness': 0.0033452638890594244, 'surprise': 0.021785380318760872}",0.009340458549559116,0.019980942830443382,0.002786551835015416,0.0019474975997582078,0.9408138990402222,0.0033452638890594244,0.021785380318760872,24
Speaker D,"It's package something strange, apparently.","{'anger': 0.008052789606153965, 'disgust': 0.07570193707942963, 'fear': 0.059463076293468475, 'joy': 0.004365099593997002, 'neutral': 0.17150552570819855, 'sadness': 0.0036681867204606533, 'surprise': 0.6772433519363403}",0.008052789606153965,0.07570193707942963,0.059463076293468475,0.004365099593997002,0.17150552570819855,0.0036681867204606533,0.6772433519363403,12
Speaker B,"Yeah, that's definitely the name.","{'anger': 0.004713673144578934, 'disgust': 0.008202968165278435, 'fear': 0.001479901373386383, 'joy': 0.0343632847070694, 'neutral': 0.930939257144928, 'sadness': 0.004174295347183943, 'surprise': 0.016126643866300583}",0.004713673144578934,0.008202968165278435,0.001479901373386383,0.0343632847070694,0.930939257144928,0.004174295347183943,0.016126643866300583,7
Speaker A,"Package strange. Yeah, that's it.","{'anger': 0.012547502294182777, 'disgust': 0.3311285376548767, 'fear': 0.0918889194726944, 'joy': 0.00470600463449955, 'neutral': 0.09044528007507324, 'sadness': 0.008903142996132374, 'surprise': 0.4603806138038635}",0.012547502294182777,0.3311285376548767,0.0918889194726944,0.00470600463449955,0.09044528007507324,0.008903142996132374,0.4603806138038635,25
Speaker B,"All right, thanks, Tim. Appreciate it.","{'anger': 0.03980456665158272, 'disgust': 0.017049700021743774, 'fear': 0.000955339171923697, 'joy': 0.504336416721344, 'neutral': 0.4183202385902405, 'sadness': 0.005089787766337395, 'surprise': 0.014443963766098022}",0.03980456665158272,0.017049700021743774,0.000955339171923697,0.504336416721344,0.4183202385902405,0.005089787766337395,0.014443963766098022,8
Speaker A,"No problem. Okay. Yeah, so like Dan mentioned, the next one on there is the dependency firewall, which is a net new category that came up from a conversation with Sid and Kenny where they were talking about us doing something like this and building off of the dependency proxy to build in some additional security features. The, you know, JFrog has their x ray product and sonotype has a firewall product. Everybody's incorporating this stuff. You know, NPM Enterprise is trying to build their whole value chain off of security scanning. So it seems like something that we should do. I created a new category and some content for the strategy and direction page along with some skeleton issues that we could review. But I just wanted to make sure everybody was aware of it and had the chance to, in the issue provide any feedback or thoughts before it got merged or if you had any questions, I'd be happy to answer what I can, even though knowing it's not. We're not going to get to this until 2020.","{'anger': 0.0062820278108119965, 'disgust': 0.008182259276509285, 'fear': 0.0010759680299088359, 'joy': 0.02386121079325676, 'neutral': 0.950710654258728, 'sadness': 0.0039230468682944775, 'surprise': 0.005964810959994793}",0.0062820278108119965,0.008182259276509285,0.0010759680299088359,0.02386121079325676,0.950710654258728,0.0039230468682944775,0.005964810959994793,26
Speaker D,What did we decide on dependency firewall already as the name?,"{'anger': 0.016722464933991432, 'disgust': 0.012610324658453465, 'fear': 0.008385220542550087, 'joy': 0.0017597938422113657, 'neutral': 0.8775789737701416, 'sadness': 0.006245660595595837, 'surprise': 0.07669750601053238}",0.016722464933991432,0.012610324658453465,0.008385220542550087,0.0017597938422113657,0.8775789737701416,0.006245660595595837,0.07669750601053238,13
Speaker A,"That's what Sid should suggested. Originally they had artifact analysis, but he left a comment in there saying that didn't quite make sense because they're not artifacts, they're dependencies.","{'anger': 0.02487676590681076, 'disgust': 0.06611402332782745, 'fear': 0.0037980100605636835, 'joy': 0.001672155223786831, 'neutral': 0.8177394866943359, 'sadness': 0.02486605755984783, 'surprise': 0.06093353033065796}",0.02487676590681076,0.06611402332782745,0.0037980100605636835,0.001672155223786831,0.8177394866943359,0.02486605755984783,0.06093353033065796,27
Speaker D,"And someone mentioned that there was a duplication of the use of the word artifact, you know?","{'anger': 0.02282954566180706, 'disgust': 0.03663249686360359, 'fear': 0.004119025077670813, 'joy': 0.005181479267776012, 'neutral': 0.5323374271392822, 'sadness': 0.006077599711716175, 'surprise': 0.3928224444389343}",0.02282954566180706,0.03663249686360359,0.004119025077670813,0.005181479267776012,0.5323374271392822,0.006077599711716175,0.3928224444389343,14
Speaker A,"Yeah, and it's nothing. It's not quite right, I guess, naming wise. So we ended up at Dependency firewall. We could always change it if we had a good justification. I like it because it helps brand that section. Like if we're talking about making dependency proxy and dependency firewall the enterprise features and features that you pay for, I think it helps brand them and it says exactly what it's doing, which I think is also the GitLab way. So I thought Sid did a good job with naming it. But yeah, if you have other ideas, I'm sure we could talk about it.","{'anger': 0.010310814715921879, 'disgust': 0.02624996192753315, 'fear': 0.0008789449348114431, 'joy': 0.028344077989459038, 'neutral': 0.9246976971626282, 'sadness': 0.003402973059564829, 'surprise': 0.006115528289228678}",0.010310814715921879,0.02624996192753315,0.0008789449348114431,0.028344077989459038,0.9246976971626282,0.003402973059564829,0.006115528289228678,28
Speaker D,"Yeah, I don't think I have other ideas right now that aren't just dumb jokes, so I'm going to leave them out. But what I am looking at here is, I think there's a couple of things. One, we ought to be really careful that we're trying to leverage the security team's work as much as possible here. I don't want to be recreating the wheel. Ideally in my head, we, as a package, gets loaded into the proxy, it's scanned by those same sets of tools, if possible, because trying to maintain some understanding of how this stuff fits together is going to be a lot of a big lift for a small team like us. And none of that makes sense. Right, sorry. That was a very dismissive way to put it. If it doesn't make sense, then I'm happy to hear arguments. Otherwise. Sorry. And I think the thing I was going to say is I think we ought to be discussing the comments that have been raised around the dependency proxy, that I can just add a flag to the docker distribution registry to run it in proxy mode. And what the dependency proxy does that's different from that, because I've seen that come up from end users, from our customers. And so I, like, I couldn't answer that question. How is it different from just running VDR in proxy mode? I don't know.","{'anger': 0.014557904563844204, 'disgust': 0.06964379549026489, 'fear': 0.0035902068484574556, 'joy': 0.005817305762320757, 'neutral': 0.8826566338539124, 'sadness': 0.01949671469628811, 'surprise': 0.004237440414726734}",0.014557904563844204,0.06964379549026489,0.0035902068484574556,0.005817305762320757,0.8826566338539124,0.01949671469628811,0.004237440414726734,15
Speaker A,"Yeah, we think we need to investigate that probably.","{'anger': 0.013283217325806618, 'disgust': 0.020419934764504433, 'fear': 0.008334729820489883, 'joy': 0.0032627976033836603, 'neutral': 0.9321743249893188, 'sadness': 0.009309087879955769, 'surprise': 0.01321597583591938}",0.013283217325806618,0.020419934764504433,0.008334729820489883,0.0032627976033836603,0.9321743249893188,0.009309087879955769,0.01321597583591938,29
Speaker D,"Yeah. So do you want me to add an issue to investigate or do you want to add that issue or. It doesn't have to be in here, but we should. I think we ought to be discussing this before it sort of testing a bunch of effort in dependency proxy just to make sure we're clear on what we should be providing. And our intention is to provide further support for proxying in the dependency proxy, for other stuff other than docker distribution registry or aka the container registry. So this isn't just the. Oh, well, okay, we don't need it. It's more like, okay, well, how does, how do we differentiate it? How is it valuable? What does it actually do for us? Does that make sense?","{'anger': 0.02806747332215309, 'disgust': 0.03450772538781166, 'fear': 0.0053026434034109116, 'joy': 0.0019848281517624855, 'neutral': 0.9184932708740234, 'sadness': 0.0058379024267196655, 'surprise': 0.005806162487715483}",0.02806747332215309,0.03450772538781166,0.0053026434034109116,0.0019848281517624855,0.9184932708740234,0.0058379024267196655,0.005806162487715483,16
Speaker A,"That'd be great. If you could open that issue, that would be very helpful.","{'anger': 0.0051573943346738815, 'disgust': 0.006445076782256365, 'fear': 0.002106443280354142, 'joy': 0.10444899648427963, 'neutral': 0.8504557609558105, 'sadness': 0.007672909181565046, 'surprise': 0.02371343784034252}",0.0051573943346738815,0.006445076782256365,0.002106443280354142,0.10444899648427963,0.8504557609558105,0.007672909181565046,0.02371343784034252,30
Speaker D,"I will find a place to add that issue. Cool. All right, sweet.","{'anger': 0.007858389988541603, 'disgust': 0.009765692055225372, 'fear': 0.0008206618367694318, 'joy': 0.05920279026031494, 'neutral': 0.9107736945152283, 'sadness': 0.007344392128288746, 'surprise': 0.004234404303133488}",0.007858389988541603,0.009765692055225372,0.0008206618367694318,0.05920279026031494,0.9107736945152283,0.007344392128288746,0.004234404303133488,17
Speaker A,"All right, what else we have on the agenda? Oh, thank you for my haircut. I really appreciate it. I got it done yesterday. I'll call that. I'll call myself out. Thank you. Feeling sharp.","{'anger': 0.02466180920600891, 'disgust': 0.018143316730856895, 'fear': 0.002029391936957836, 'joy': 0.495072603225708, 'neutral': 0.40506884455680847, 'sadness': 0.01786818914115429, 'surprise': 0.03715585917234421}",0.02466180920600891,0.018143316730856895,0.002029391936957836,0.495072603225708,0.40506884455680847,0.01786818914115429,0.03715585917234421,31
Speaker D,"Nice, man. That's awesome. And then the last call out here, just to stand up a little bit. Steve.","{'anger': 0.013267536647617817, 'disgust': 0.07954182475805283, 'fear': 0.001998814521357417, 'joy': 0.48227763175964355, 'neutral': 0.3552207052707672, 'sadness': 0.008004656992852688, 'surprise': 0.05968880280852318}",0.013267536647617817,0.07954182475805283,0.001998814521357417,0.48227763175964355,0.3552207052707672,0.008004656992852688,0.05968880280852318,18
Speaker A,I like that shirt. It's cute.,"{'anger': 0.0014890405582264066, 'disgust': 0.010791163891553879, 'fear': 0.000467798177851364, 'joy': 0.9691248536109924, 'neutral': 0.013001286424696445, 'sadness': 0.002774275606498122, 'surprise': 0.002351562026888132}",0.0014890405582264066,0.010791163891553879,0.000467798177851364,0.9691248536109924,0.013001286424696445,0.002774275606498122,0.002351562026888132,32
Speaker D,Nice.,"{'anger': 0.019438570365309715, 'disgust': 0.350307822227478, 'fear': 0.0039152828976511955, 'joy': 0.10517089813947678, 'neutral': 0.4824458360671997, 'sadness': 0.015874149277806282, 'surprise': 0.022847451269626617}",0.019438570365309715,0.350307822227478,0.0039152828976511955,0.10517089813947678,0.4824458360671997,0.015874149277806282,0.022847451269626617,19
Speaker B,Very cool.,"{'anger': 0.0025890672113746405, 'disgust': 0.005672421772032976, 'fear': 0.0009028587373904884, 'joy': 0.8764196038246155, 'neutral': 0.08948731422424316, 'sadness': 0.004294122103601694, 'surprise': 0.020634571090340614}",0.0025890672113746405,0.005672421772032976,0.0009028587373904884,0.8764196038246155,0.08948731422424316,0.004294122103601694,0.020634571090340614,9
Speaker D,That's all I got.,"{'anger': 0.009523856453597546, 'disgust': 0.0066163730807602406, 'fear': 0.0009777129162102938, 'joy': 0.07439041137695312, 'neutral': 0.8273851275444031, 'sadness': 0.012814558111131191, 'surprise': 0.06829193234443665}",0.009523856453597546,0.0066163730807602406,0.0009777129162102938,0.07439041137695312,0.8273851275444031,0.012814558111131191,0.06829193234443665,20
Speaker A,"All right, well, have a great week, and I'll talk to everyone throughout the week. Let me know if you need anything. And like I said, I'll make sure I follow up on these comments here. Okay, stop recording.","{'anger': 0.03719240799546242, 'disgust': 0.023770490661263466, 'fear': 0.007076571695506573, 'joy': 0.016097264364361763, 'neutral': 0.8911930918693542, 'sadness': 0.022528350353240967, 'surprise': 0.0021418104879558086}",0.03719240799546242,0.023770490661263466,0.007076571695506573,0.016097264364361763,0.8911930918693542,0.022528350353240967,0.0021418104879558086,33
